344,2687,2597,183,3094,1549,3345,2179,1931,217,1997,1299,406,2869,2189,3590,1279,1948,617,2946,1337,3096,1058,2301,2603,1678,3461,1093,240,555,318,2094,3242,2916,186,2736,864,3532,2824,2795,148,2730,2003,2065,1998,2101,3564,1186,1959,2090,531,3296,1585,1589,3507,2098,1176,3367,3191,2926,1832,1419,2983,734,1606,27,3108,3047,2851,212,1104,3490,2215,3169,3397,716,1042,983,2675,3132,3024,279,2627,2523,1695,1124,98,1462,2224,3025,1203,42,2353,585,2286,1868,613,1794,1314,1373,
3516,2419,2773,39,3497,2569,755,2448,3552,1339,1980,2976,3129,1006,3408,2733,3506,2104,2263,839,3307,2306,3193,292,991,2970,2415,694,684,187,609,1012,2960,649,908,3439,2914,3357,3390,2163,3246,674,3201,2161,481,2333,2200,1897,837,862,2053,1077,237,2345,3579,3208,2669,672,1801,766,2792,2813,1635,1350,1630,1473,2173,2896,1263,735,450,3447,1845,2611,1838,2088,2720,1644,834,1492,2289,2887,2527,3142,2547,43,2210,1129,1844,320,2566,1011,1670,2105,2484,242,1401,1656,2488,1851,
3013,2242,2372,1250,729,1491,803,1563,892,3092,850,3462,3528,1901,317,3571,510,1446,3324,3487,3276,198,2407,1345,2304,1290,3098,104,856,3495,3465,268,2136,2236,3028,775,1637,230,247,2529,3322,1097,299,3250,907,2127,1418,3573,853,2814,3249,1051,1620,2503,1264,819,3510,1368,1675,3404,2743,3453,3450,1378,2880,624,924,1019,871,1363,741,3479,3172,1900,785,1698,938,112,1671,3301,2829,2262,945,1731,3526,1765,3151,2804,1349,2954,1946,1202,712,1233,2846,2158,1501,117,1430,151,
1505,1001,3561,199,898,312,189,2109,3238,3018,770,2093,2658,695,257,3499,3072,2808,1693,3078,1199,939,3145,760,470,1394,2230,1037,2491,2192,3146,38,3119,315,2131,86,2388,203,1903,1184,663,2621,2878,1650,219,1726,2704,828,691,1587,1161,2981,3237,3340,2894,673,140,2995,178,423,534,2309,2019,3055,2606,131,1874,1316,446,1438,2103,2096,1657,1738,394,2429,1499,75,2748,878,1711,2888,273,3440,975,696,373,3284,2715,3429,3212,1107,2071,57,454,2083,2153,2112,220,1261,
415,2649,1956,3327,2057,3541,763,1205,383,492,2602,222,1468,3298,2106,2661,321,3444,2860,3167,1876,3148,3112,2330,3140,3174,2351,3361,2767,699,402,2376,639,1165,3581,2968,3059,1982,1969,1190,3176,420,3139,3280,973,2593,3065,2030,13,3304,1569,3187,2055,1329,2731,3158,2629,3133,1933,1178,2207,3423,545,3175,1804,424,765,3164,1509,1970,3584,1406,1172,288,2011,636,2318,3535,339,1796,3121,303,3126,1451,3034,592,479,475,2525,2347,166,550,2046,931,113,3555,2902,1360,2320,2778,
2240,1323,3385,2174,3173,1581,3205,3476,2616,1055,3044,2132,1101,3396,2723,3563,847,1168,2403,961,1122,3214,476,392,3255,3550,977,1244,656,549,2825,1770,1935,1840,1447,2269,3467,1488,3263,275,1911,1134,3079,3537,3593,2110,469,2502,2993,1633,361,1475,2610,3115,41,1069,2339,1811,913,2546,1576,2724,2952,2932,1912,2614,3207,147,2238,1594,3320,2654,2002,1431,2761,1516,1472,1739,254,1192,561,2342,1647,2137,185,1489,3117,2682,2012,632,813,69,779,2023,919,1743,2226,3038,671,3189,
2102,2350,1791,1483,2560,205,2232,390,912,2004,1416,1503,416,2048,2317,1995,2827,2249,1567,391,192,174,2373,682,2385,941,1659,267,848,1613,2362,1818,2504,323,1325,2327,1533,2828,652,1490,3054,2647,717,1703,2123,282,3,2315,1375,2598,3567,46,1382,2417,1706,3159,3266,1228,1921,982,956,824,1305,1073,2149,1542,516,2886,2194,2006,2340,2751,1952,2783,914,3008,2005,165,1599,3387,2583,3305,2945,157,2442,1265,1139,3398,3599,354,2381,56,1896,2897,2943,1999,2812,3192,2659,3445,
3053,1842,2268,2917,1249,2467,869,3254,2633,2468,3040,3125,81,293,3282,1559,2321,3067,2684,3124,2489,3417,375,888,2628,1456,381,928,2650,244,2456,1113,2058,3058,1571,3352,494,2820,724,195,3319,985,1060,1603,3383,1597,1238,1979,936,2538,1301,1963,3274,3411,2674,777,1422,644,2038,2648,1517,1281,2963,1522,434,590,1494,3182,2947,2980,3589,1792,3427,3093,1789,3332,2903,1629,2405,1590,3052,959,1537,3066,704,2492,707,413,1141,2166,2636,1546,1884,925,3349,2261,3138,380,3480,811,
1417,414,236,30,2906,943,2085,1681,3568,2630,1860,575,208,3010,3180,1174,1362,1538,2221,3252,1526,2073,1041,2475,793,2458,2889,1030,103,1973,1332,1967,83,2809,2506,1943,3224,990,3433,1909,2840,3136,1923,3027,544,952,526,1008,3428,1320,3466,625,262,258,2779,1014,110,1583,1654,1823,2332,1189,3312,2165,3596,2738,618,1144,971,1426,2464,2346,3562,518,690,1355,692,660,3464,2460,1348,2387,480,3170,1223,524,213,2412,235,2378,316,882,905,2481,2050,2760,307,2423,3533,810,
994,294,969,1474,3271,1087,1704,1660,1409,1939,1947,3235,2821,2853,3514,1701,582,3518,1634,3598,3530,2072,1899,2064,3109,2572,1313,932,1177,2631,2264,3458,1582,1217,3403,1056,2640,1777,3223,840,3412,3220,444,900,3149,426,2800,1444,3281,2581,2757,1131,3513,333,161,1710,507,2089,2987,3372,3306,698,2337,255,111,514,3478,2461,1835,3097,814,2735,554,1240,1934,76,2685,2657,1841,2175,591,156,2680,2028,1437,295,2726,1683,746,106,427,1941,1433,421,2586,3171,3574,2255,1953,1018,
